review_id,review,rating,date,bank,source,sentiment_label,sentiment_score,identified_theme
115,Failed transfers. System says network error but my balance was deducted.,1,2026-02-19,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
116,Where is the fingerprint login? Typing my long password every time is annoying.,3,2026-03-27,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
117,Where is the fingerprint login? Typing my long password every time is annoying.,1,2026-03-10,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
118,Very slow transfer loading times today. App kept crashing during payments.,1,2026-04-10,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
119,"Great user interface, clean design, but login error pops up frequently.",2,2026-03-29,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
120,"Very poor customer support, my transaction is pending and chat bot is useless.",1,2026-03-03,BOA,Google Play (Simulated),negative,-0.4989,Transaction Performance
121,I did not receive the OTP token. Stuck on login screen for hours.,2,2026-03-23,BOA,Google Play (Simulated),negative,-0.25,Account Access & Security
122,I did not receive the OTP token. Stuck on login screen for hours.,1,2026-02-21,BOA,Google Play (Simulated),negative,-0.25,Account Access & Security
123,I did not receive the OTP token. Stuck on login screen for hours.,1,2026-05-06,BOA,Google Play (Simulated),negative,-0.25,Account Access & Security
124,Where is the fingerprint login? Typing my long password every time is annoying.,3,2026-04-08,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
125,BOA Live is beautiful but it crashes constantly after the latest update.,1,2026-03-26,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
126,Please add biometric authentication like fingerprint sign in.,3,2026-01-27,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
127,Smooth transfers and quick notifications. Highly recommended.,5,2026-05-05,BOA,Google Play (Simulated),positive,0.2716,Transaction Performance
128,BOA Live is beautiful but it crashes constantly after the latest update.,3,2026-02-12,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
129,"Very poor customer support, my transaction is pending and chat bot is useless.",2,2026-01-06,BOA,Google Play (Simulated),negative,-0.4989,Transaction Performance
130,"Amole app has a great interface, very clean and navigable navigation.",3,2026-01-27,Dashen,Google Play (Simulated),positive,0.796,UI & User Experience
131,Smooth transfers and quick notifications. Highly recommended.,5,2026-04-18,BOA,Google Play (Simulated),positive,0.2716,Transaction Performance
132,Where is the fingerprint login? Typing my long password every time is annoying.,1,2026-03-20,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
133,Please add biometric authentication like fingerprint sign in.,2,2026-03-05,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
134,Smooth transfers and quick notifications. Highly recommended.,5,2026-05-01,BOA,Google Play (Simulated),positive,0.2716,Transaction Performance
135,"Great user interface, clean design, but login error pops up frequently.",4,2026-04-26,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
136,Very slow transfer loading times today. App kept crashing during payments.,1,2026-04-27,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
137,"Amole app has a great interface, very clean and navigable navigation.",5,2026-03-06,Dashen,Google Play (Simulated),positive,0.796,UI & User Experience
138,"Amole app has a great interface, very clean and navigable navigation.",3,2026-03-29,Dashen,Google Play (Simulated),positive,0.796,UI & User Experience
139,BOA Live is beautiful but it crashes constantly after the latest update.,2,2026-04-01,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
140,"Awesome banking experience, fast navigation and secure transfers.",5,2026-02-01,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
141,BOA Live is beautiful but it crashes constantly after the latest update.,3,2026-04-12,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
142,Where is the fingerprint login? Typing my long password every time is annoying.,3,2026-02-04,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
143,Smooth transfers and quick notifications. Highly recommended.,4,2026-03-31,BOA,Google Play (Simulated),positive,0.2716,Transaction Performance
144,Failed transfers. System says network error but my balance was deducted.,2,2026-02-13,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
145,Smooth transfers and quick notifications. Highly recommended.,5,2026-02-26,BOA,Google Play (Simulated),positive,0.2716,Transaction Performance
146,Please add biometric authentication like fingerprint sign in.,2,2026-03-07,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
147,Very slow transfer loading times today. App kept crashing during payments.,1,2026-04-21,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
148,Very slow transfer loading times today. App kept crashing during payments.,2,2026-02-07,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
149,Where is the fingerprint login? Typing my long password every time is annoying.,3,2026-05-04,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
150,"Excellent app! Transfer speed is fantastic, love the security updates.",5,2026-03-12,CBE,Google Play (Simulated),positive,0.9348,Transaction Performance
151,"Great user interface, clean design, but login error pops up frequently.",3,2026-03-29,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
152,I did not receive the OTP token. Stuck on login screen for hours.,1,2026-04-28,BOA,Google Play (Simulated),negative,-0.25,Account Access & Security
153,Very slow transfer loading times today. App kept crashing during payments.,2,2026-01-24,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
154,"Great user interface, clean design, but login error pops up frequently.",2,2026-01-08,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
155,Smooth transfers and quick notifications. Highly recommended.,5,2026-03-23,BOA,Google Play (Simulated),positive,0.2716,Transaction Performance
156,Please add biometric authentication like fingerprint sign in.,3,2026-02-11,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
157,BOA Live is beautiful but it crashes constantly after the latest update.,3,2026-04-28,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
158,BOA Live is beautiful but it crashes constantly after the latest update.,3,2026-05-07,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
159,Smooth transfers and quick notifications. Highly recommended.,5,2026-05-10,BOA,Google Play (Simulated),positive,0.2716,Transaction Performance
160,"Amole app has a great interface, very clean and navigable navigation.",3,2026-05-08,Dashen,Google Play (Simulated),positive,0.796,UI & User Experience
161,"Awesome banking experience, fast navigation and secure transfers.",5,2026-04-01,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
162,Smooth transfers and quick notifications. Highly recommended.,4,2026-04-08,BOA,Google Play (Simulated),positive,0.2716,Transaction Performance
163,Please add biometric authentication like fingerprint sign in.,3,2026-01-03,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
164,Where is the fingerprint login? Typing my long password every time is annoying.,1,2026-04-19,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
165,Failed transfers. System says network error but my balance was deducted.,1,2026-03-05,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
166,Where is the fingerprint login? Typing my long password every time is annoying.,2,2026-02-12,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
167,Very slow transfer loading times today. App kept crashing during payments.,1,2026-02-01,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
168,BOA Live is beautiful but it crashes constantly after the latest update.,2,2026-01-15,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
169,Failed transfers. System says network error but my balance was deducted.,1,2026-03-12,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
170,"Very poor customer support, my transaction is pending and chat bot is useless.",1,2026-01-18,BOA,Google Play (Simulated),negative,-0.4989,Transaction Performance
171,I did not receive the OTP token. Stuck on login screen for hours.,1,2026-03-30,BOA,Google Play (Simulated),negative,-0.25,Account Access & Security
172,"Awesome banking experience, fast navigation and secure transfers.",5,2026-05-05,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
173,Very slow transfer loading times today. App kept crashing during payments.,2,2026-02-17,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
174,Failed transfers. System says network error but my balance was deducted.,2,2026-01-12,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
175,Please add biometric authentication like fingerprint sign in.,3,2026-02-25,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
176,Very slow transfer loading times today. App kept crashing during payments.,1,2026-05-10,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
177,Smooth transfers and quick notifications. Highly recommended.,4,2026-04-30,BOA,Google Play (Simulated),positive,0.2716,Transaction Performance
178,"Awesome banking experience, fast navigation and secure transfers.",4,2026-03-20,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
179,Smooth transfers and quick notifications. Highly recommended.,4,2026-04-28,BOA,Google Play (Simulated),positive,0.2716,Transaction Performance
180,I did not receive the OTP token. Stuck on login screen for hours.,2,2026-01-28,BOA,Google Play (Simulated),negative,-0.25,Account Access & Security
181,I did not receive the OTP token. Stuck on login screen for hours.,1,2026-04-25,BOA,Google Play (Simulated),negative,-0.25,Account Access & Security
182,"Awesome banking experience, fast navigation and secure transfers.",5,2026-01-12,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
183,I did not receive the OTP token. Stuck on login screen for hours.,1,2026-02-14,BOA,Google Play (Simulated),negative,-0.25,Account Access & Security
184,Please add biometric authentication like fingerprint sign in.,3,2026-01-07,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
185,Very slow transfer loading times today. App kept crashing during payments.,1,2026-04-06,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
186,"Very poor customer support, my transaction is pending and chat bot is useless.",1,2026-01-01,BOA,Google Play (Simulated),negative,-0.4989,Transaction Performance
187,I did not receive the OTP token. Stuck on login screen for hours.,2,2026-01-01,BOA,Google Play (Simulated),negative,-0.25,Account Access & Security
188,Where is the fingerprint login? Typing my long password every time is annoying.,2,2026-04-01,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
189,"Awesome banking experience, fast navigation and secure transfers.",4,2026-02-17,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
190,"Very poor customer support, my transaction is pending and chat bot is useless.",1,2026-05-02,BOA,Google Play (Simulated),negative,-0.4989,Transaction Performance
191,Smooth transfers and quick notifications. Highly recommended.,5,2026-02-06,BOA,Google Play (Simulated),positive,0.2716,Transaction Performance
192,"Awesome banking experience, fast navigation and secure transfers.",5,2026-03-11,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
193,BOA Live is beautiful but it crashes constantly after the latest update.,2,2026-02-08,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
194,"Amole app has a great interface, very clean and navigable navigation.",5,2026-03-11,Dashen,Google Play (Simulated),positive,0.796,UI & User Experience
195,"Great user interface, clean design, but login error pops up frequently.",4,2026-03-20,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
196,Smooth transfers and quick notifications. Highly recommended.,5,2026-01-21,BOA,Google Play (Simulated),positive,0.2716,Transaction Performance
197,Where is the fingerprint login? Typing my long password every time is annoying.,2,2026-03-06,CBE,Google Play (Simulated),negative,-0.4019,Account Access & Security
198,BOA Live is beautiful but it crashes constantly after the latest update.,2,2026-04-10,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
199,BOA Live is beautiful but it crashes constantly after the latest update.,1,2026-04-21,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
200,Please add biometric authentication like fingerprint sign in.,4,2026-03-27,Dashen,Google Play (Simulated),positive,0.5859,Account Access & Security
201,"Amole app has a great interface, very clean and navigable navigation.",3,2026-03-07,Dashen,Google Play (Simulated),positive,0.796,UI & User Experience
202,Smooth transfers and quick notifications. Highly recommended.,4,2026-01-07,BOA,Google Play (Simulated),positive,0.2716,Transaction Performance
203,BOA Live is beautiful but it crashes constantly after the latest update.,2,2026-01-18,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
204,"Awesome banking experience, fast navigation and secure transfers.",4,2026-04-06,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
205,"Awesome banking experience, fast navigation and secure transfers.",5,2026-01-20,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
206,Failed transfers. System says network error but my balance was deducted.,2,2026-01-26,Dashen,Google Play (Simulated),negative,-0.4588,Transaction Performance
207,Very slow transfer loading times today. App kept crashing during payments.,1,2026-04-23,CBE,Google Play (Simulated),neutral,0.0,Transaction Performance
208,"Awesome banking experience, fast navigation and secure transfers.",4,2026-04-24,Dashen,Google Play (Simulated),positive,0.7579,Transaction Performance
209,BOA Live is beautiful but it crashes constantly after the latest update.,1,2026-04-14,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
210,BOA Live is beautiful but it crashes constantly after the latest update.,3,2026-03-26,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
211,Smooth transfers and quick notifications. Highly recommended.,5,2026-03-13,BOA,Google Play (Simulated),positive,0.2716,Transaction Performance
212,"Amole app has a great interface, very clean and navigable navigation.",3,2026-03-12,Dashen,Google Play (Simulated),positive,0.796,UI & User Experience
213,BOA Live is beautiful but it crashes constantly after the latest update.,1,2026-04-05,BOA,Google Play (Simulated),positive,0.3506,UI & User Experience
214,"Great user interface, clean design, but login error pops up frequently.",4,2026-01-03,CBE,Google Play (Simulated),neutral,-0.0387,Account Access & Security
